cod;descricao;chave
1;OLEPTAL 300MG CX 30 COMP;12768
3;OLEPTAL 300MG 30 COMPRIMIDOS REVESTIDOS;12768
1;OLEPTAL 300MG C30;12768
1;OLEPTAL 300MG C30;12768
3;OLEPTAL OXCARBAZEPINA 300MG 30 COMPRIMIDOS;12768
3;OLEPTAL 300MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;12768
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
3;OLEPTAL 600MG 30 COMPRIMIDOS TORRENT (C1);12782
3;OLEPTAL 600MG COM 30 COMPRIMIDOS;12782
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
3;OLEPTAL 600MG 30 CPRS */C1;12782
3;OLEPTAL 600MG 30 CPRS */C1;12782
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
3;OLEPTAL 600 MG 30 COMPRIMIDOS REVESTIDOS C1;12782
3;OLEPTAL 600MG 30 COMPRIMIDOS TORRENT (C1);12782
3;OLEPTAL 600MG C/30 COMP C1;12782
3;OLEPTAL 600MG C/30 COMP C1;12782
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
3;OLEPTAL 600 MG 30 COMPRIMIDOS REVESTIDOS C1;12782
3;OLEPTAL 600MG C/30 COMP C1;12782
3;OLEPTAL 600MG C/30 COMP C1;12782
3;OLEPTAL 600MG TORRENT 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600MG 30 CPRS */C1;12782
3;OLEPTAL 600MG 30 COMPRIMIDOS TORRENT (C1);12782
3;OLEPTAL 600MG 30 COMPRIMIDOS TORRENT (C1);12782
3;OLEPTAL 600MG 30 CPRS */C1;12782
3;OLEPTAL 600MG COM 30 COMPRIMIDOS;12782
3;OLEPTAL 600MG TORRENT 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;12782
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
3;OLEPTAL 600 MG 30 COMPRIMIDOS REVESTIDOS C1;12782
3;OLEPTAL 600 MG 30 COMPRIMIDOS REVESTIDOS C1;12782
3;OLEPTAL 600MG COM 30 COMPRIMIDOS;12782
3;OLEPTAL 600MG C/30 COMP C1;12782
3;OLEPTAL 600MG TORRENT 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600MG TORRENT 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600MG C/30 COMP C1;12782
3;OLEPTAL 600MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600 MG 30 COMPRIMIDOS REVESTIDOS C1;12782
3;OLEPTAL 600 MG 30 COMPRIMIDOS REVESTIDOS C1;12782
3;OLEPTAL 600MG 30 COMPRIMIDOS TORRENT (C1);12782
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
3;OLEPTAL 600MG TORRENT 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600MG 30 COMPRIMIDOS TORRENT (C1);12782
3;OLEPTAL 600MG TORRENT 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600MG TORRENT 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600MG 30 CPRS */C1;12782
3;OLEPTAL 600MG C/30 COMP C1;12782
3;OLEPTAL 600MG 30 COMPRIMIDOS TORRENT (C1);12782
3;OLEPTAL 600MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;12782
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
3;OLEPTAL 600MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;12782
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
3;OLEPTAL 600MG TORRENT 30 COMPRIMIDOS REVESTIDOS;12782
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
3;OLEPTAL 600 MG 30 COMPRIMIDOS REVESTIDOS C1;12782
3;OLEPTAL 600MG C/30 COMP C1;12782
3;OLEPTAL 600MG 30 COMPRIMIDOS TORRENT (C1);12782
3;OLEPTAL 600 MG 30 COMPRIMIDOS REVESTIDOS C1;12782
3;OLEPTAL 600MG C/30 COMP C1;12782
3;OLEPTAL 600 MG 30 COMPRIMIDOS REVESTIDOS C1;12782
3;OLEPTAL 600MG 30 COMPRIMIDOS TORRENT (C1);12782
3;OLEPTAL 600MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600MG C/30 COMP C1;12782
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
3;OLEPTAL 600MG COM 30 COMPRIMIDOS;12782
3;OLEPTAL 600MG COM 30 COMPRIMIDOS;12782
3;OLEPTAL 600MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600MG COM 30 COMPRIMIDOS;12782
3;OLEPTAL 600MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600MG C/30 COMP C1;12782
3;OLEPTAL 600MG 30 CPRS */C1;12782
3;OLEPTAL 600MG C/30 COMP C1;12782
3;OLEPTAL 600 MG 30 COMPRIMIDOS REVESTIDOS C1;12782
3;OLEPTAL 600MG TORRENT 30 COMPRIMIDOS REVESTIDOS;12782
1;OLEPTAL 600MG C/30 COMP C1/TORRENT/C1;12782
3;OLEPTAL 600MG 30 COMPRIMIDOS TORRENT (C1);12782
3;OLEPTAL 600MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;12782
3;OLEPTAL 600MG 30 CPRS */C1;12782
3;OLEPTAL 600MG 30 CPRS */C1;12782
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML 10ML P344 C1 PROVIVE UNIAO QUIMICA;13774
1;PROPOFOL 10MG/ML C/5 X10ML AMP PROVIVE UNIAO (C1);13774
3;PROPOFOL 10MG/ML 10ML (C1) (PROVIVE 1%) UNIAO QUIMICA;13774
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 10ML DE;13774
1;PROPOFOL 10 MG ML EMULSAO INJETAVEL AMPOLA 20ML;13775
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROVIVE;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROVIVE;13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROVIVE;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
3;PROVIVE;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
3;PROVIVE 1%;13776
3;PROVIVE 1%;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
3;PROVIVE;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
3;PROVIVE 1%;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
3;PROVIVE 1%;13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
1;PROVIVE;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
3;PROVIVE;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
3;PROVIVE;13776
3;PROVIVE;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
3;PROVIVE 1%;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
1;PROVIVE 1% 50ML 5UN (C1);13776
3;PROVIVE;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
3;PROVIVE;13776
1;PROVIVE;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
3;PROVIVE 1%;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
3;PROVIVE 1%;13776
3;PROVIVE;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
3;PROVIVE 1%;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
1;PROVIVE (C1);13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C\ 1 FA PROVIVE CLARIS;13781
1;PROPOFOL 10MG/ML FA;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
1;PROPOFOL 10MG/ML FA;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
3;PROPOFOL (INJETÃVEL 10 MG/ML);13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C\ 1 FA PROVIVE CLARIS;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
1;PROVIVE (C1);13781
3;PROPOFOL (INJETÃVEL 10 MG/ML);13781
3;PROVIVE 1%;13781
1;PROPOFOL 10MG/ML FA;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
3;PROVIVE;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C\ 1 FA PROVIVE CLARIS;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
3;PROVIVE;13781
3;PROPOFOL (INJETÃVEL 10 MG/ML);13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
1;PROVIVE (C1);13781
3;PROPOFOL (INJETÃVEL 10 MG/ML);13781
3;PROVIVE;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
3;PROPOFOL (INJETÃVEL 10 MG/ML);13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C\ 1 FA PROVIVE CLARIS;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
3;PROVIVE;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
3;PROVIVE;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C\ 1 FA PROVIVE CLARIS;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
3;PROPOFOL (INJETÃVEL 10 MG/ML);13781
3;PROVIVE (PROPOFOL) (C1);13781
3;PROVIVE;13781
3;PROVIVE 1%;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
1;PROPOFOL 10MG/ML FA;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
1;PROVIVE (C1);13781
1;PROVIVE (C1);13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
1;PROVIVE (C1);13781
3;PROVIVE 1%;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C\ 1 FA PROVIVE CLARIS;13781
3;PROVIVE;13781
3;PROVIVE (PROPOFOL) (C1);13781
3;PROVIVE (PROPOFOL) (C1);13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
1;PROPOFOL 10MG/ML FA;13781
1;PROVIVE (C1);13781
3;PROVIVE (PROPOFOL) (C1);13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C\ 1 FA PROVIVE CLARIS;13781
1;PROVIVE (C1);13781
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
